acceleration_x,acceleration_y,acceleration_z,gyroscope_x,gyroscope_y,gyroscope_z,timestamp
2.77146484375,-9.9230908203125,0.93021484375,37.50381679389313,26.267175572519083,-3.9618320610687023,2025-01-29 10:52:00
1.7573388671875,-8.8250537109375,0.0935009765625,24.129770992366414,32.30534351145038,-3.114503816793893,2025-01-29 10:52:00
2.766669921875,-9.364482421875,0.1941943359375,-20.31297709923664,-18.480916030534353,-2.068702290076336,2025-01-29 10:52:00
3.236572265625,-9.5251123046875,0.115078125,-35.030534351145036,14.954198473282442,-3.4122137404580153,2025-01-29 10:52:00
2.670771484375,-9.5826513671875,-0.5442236328125,-39.70992366412214,-7.885496183206107,-4.648854961832061,2025-01-29 10:52:00
2.920107421875,-9.316533203125,-1.021318359375,-50.083969465648856,-3.5419847328244276,5.152671755725191,2025-01-29 10:52:01
3.3972021484375,-10.86529296875,-1.92755859375,-67.05343511450381,1.633587786259542,8.893129770992367,2025-01-29 10:52:01
-1.87001953125,-11.15298828125,-0.9661767578125,-14.488549618320612,-2.900763358778626,21.80916030534351,2025-01-29 10:52:01
-0.378798828125,-9.858359375,0.9757666015625,6.251908396946565,-8.916030534351146,-4.9541984732824424,2025-01-29 10:52:01
0.7887646484375,-9.167890625,0.70005859375,1.3282442748091603,-27.259541984732824,14.274809160305344,2025-01-29 10:52:01
0.3644140625,-10.2011962890625,0.263720703125,8.725190839694656,-7.885496183206107,11.717557251908397,2025-01-29 10:52:01
0.925419921875,-10.05015625,0.1126806640625,6.564885496183206,-17.106870229007633,7.633587786259542,2025-01-29 10:52:01
0.1366552734375,-10.141259765625,-0.7863671875,3.3969465648854964,-16.061068702290076,5.442748091603053,2025-01-29 10:52:01
0.8295214843750001,-9.9039111328125,-1.4025146484375,-2.8702290076335877,-9.419847328244275,-4.580152671755725,2025-01-29 10:52:01
0.8439062500000001,-10.035771484375,-1.5655419921875,4.755725190839694,-13.312977099236642,-1.1374045801526718,2025-01-29 10:52:01
1.0668701171875,-10.27072265625,0.0791162109375,20.12213740458015,-7.00763358778626,-11.458015267175572,2025-01-29 10:52:01
0.3428369140625,-10.32826171875,-0.7839697265625,42.97709923664122,-0.7480916030534351,-11.282442748091603,2025-01-29 10:52:01
2.392666015625,-9.201455078125,1.136396484375,63.88549618320611,12.213740458015268,-11.038167938931299,2025-01-29 10:52:01
0.6593017578125,-8.31439453125,2.033046875,28.236641221374047,-26.12213740458015,-28.450381679389313,2025-01-29 10:52:02
2.3423193359375,-8.6668212890625,0.8031494140625001,13.931297709923664,24.931297709923665,10.65648854961832,2025-01-29 10:52:02
1.496015625,-8.1489697265625,2.296767578125,17.908396946564885,22.84732824427481,11.511450381679388,2025-01-29 10:52:02
1.7237744140625,-9.1127490234375,-0.4195556640625,21.68702290076336,55.0,6.625954198473282,2025-01-29 10:52:02
1.7381591796875,-9.326123046875,2.6084375,76.21374045801527,46.87786259541985,1.2290076335877862,2025-01-29 10:52:02
1.2298974609375,-6.7056982421875,1.491220703125,56.732824427480914,12.709923664122137,8.885496183206106,2025-01-29 10:52:02
3.4523437500000003,-6.650556640625,1.3497705078125,42.83206106870229,10.793893129770993,0.10687022900763359,2025-01-29 10:52:02
1.385732421875,-7.5352197265625,4.67984375,59.465648854961835,97.91603053435115,18.862595419847327,2025-01-29 10:52:02
-0.3428369140625,-5.11138671875,2.109765625,90.79389312977099,97.36641221374046,41.31297709923664,2025-01-29 10:52:02
0.98775390625,-4.67025390625,1.7429541015625,97.19847328244275,88.18320610687023,39.725190839694655,2025-01-29 10:52:02
0.8439062500000001,-0.69046875,-1.2155126953125,120.12213740458016,75.78625954198473,37.35114503816794,2025-01-29 10:52:02
-11.0163330078125,6.7632373046875,19.639400634765625,250.12977099236642,-122.21374045801527,55.12213740458015,2025-01-29 10:52:03
-19.64,19.639400634765625,19.639400634765625,47.94656488549618,-43.20610687022901,54.88549618320611,2025-01-29 10:52:03
-2.8697607421875,1.4744384765625,7.4968603515625,4.229007633587786,-17.229007633587788,92.90839694656489,2025-01-29 10:52:03
-4.6870361328125005,2.766669921875,2.6204248046875,13.870229007633588,-22.893129770992367,-50.80152671755725,2025-01-29 10:52:03
-2.920107421875,3.8934765625,1.826865234375,-60.595419847328245,-42.74809160305343,7.32824427480916,2025-01-29 10:52:03
-2.124150390625,3.76880859375,4.109248046875,-81.16793893129771,-98.16793893129771,-27.99236641221374,2025-01-29 10:52:03
-1.4408740234375002,1.9491357421875,12.826416015625,-81.22137404580153,-91.14503816793894,-13.32824427480916,2025-01-29 10:52:03
-1.50560546875,-1.1531787109375,13.70388671875,-16.740458015267176,-45.47328244274809,-33.0763358778626,2025-01-29 10:52:03
-0.9326123046875,-1.606298828125,8.635654296875,11.488549618320612,-12.053435114503817,20.251908396946565,2025-01-29 10:52:03
0.887060546875,0.2109765625,6.765634765625,-1.8702290076335877,14.603053435114504,23.16030534351145,2025-01-29 10:52:03
-1.3305908203125,0.498671875,9.58025390625,-1.6564885496183206,-9.83206106870229,-12.534351145038167,2025-01-29 10:52:03
-1.472041015625,1.8963916015625,8.534960937500001,-11.267175572519085,4.961832061068702,-3.0,2025-01-29 10:52:03
-1.44806640625,1.60150390625,8.6380517578125,-10.396946564885496,-7.511450381679389,-7.290076335877862,2025-01-29 10:52:04
-1.48642578125,0.7767773437500001,9.1079541015625,-7.458015267175573,-10.80916030534351,-3.5343511450381677,2025-01-29 10:52:04
-0.493876953125,0.6569042968750001,8.9065673828125,-2.6793893129770994,-4.267175572519084,2.0763358778625953,2025-01-29 10:52:04
-0.52744140625,0.69046875,9.0600048828125,-5.190839694656488,-3.7938931297709924,-0.17557251908396945,2025-01-29 10:52:04
-0.4603125,0.963779296875,8.62126953125,-4.152671755725191,3.450381679389313,1.3893129770992367,2025-01-29 10:52:04
-1.0572802734375,1.112421875,8.6284619140625,-6.977099236641221,4.969465648854962,0.6412213740458015,2025-01-29 10:52:04
-0.85349609375,1.1339990234375,8.9401318359375,-7.091603053435114,0.10687022900763359,-0.9694656488549618,2025-01-29 10:52:04
-1.078857421875,1.0189208984375,8.6284619140625,-5.2748091603053435,-0.22900763358778625,-0.6030534351145038,2025-01-29 10:52:04
-1.1100244140625,0.9565869140625,8.87060546875,0.2595419847328244,2.0610687022900764,3.3206106870229006,2025-01-29 10:52:04
